relseconds,x,y,z
24.479,0.02470986731350422,0.07679598778486252,0.9999215602874756
24.755,0.026239674538373947,0.07856544852256775,1.0003950595855713
25.063,0.024750936776399612,0.07783499360084534,0.9998992085456848
25.365,0.024750936776399612,0.07783499360084534,0.9998992085456848
25.666,0.025850139558315277,0.0772995576262474,0.9995993971824646
25.968,0.025850139558315277,0.0772995576262474,0.9995993971824646
26.269,0.025850139558315277,0.0772995576262474,0.9995993971824646
26.57,0.025850139558315277,0.0772995576262474,0.9995993971824646
26.871,0.025850139558315277,0.0772995576262474,0.9995993971824646
27.178,0.025850139558315277,0.0772995576262474,0.9995993971824646
27.48,0.025850139558315277,0.0772995576262474,0.9995993971824646
27.781,0.025850139558315277,0.0772995576262474,0.9995993971824646
28.082,0.019553426653146744,0.07694484293460846,0.9999820590019226
28.384,0.029270214959979057,0.07201965153217316,0.999845027923584
28.695,0.025545570999383926,0.07901477813720703,0.9996362924575806
29.005,0.025545570999383926,0.07901477813720703,0.9996362924575806
29.428,0.025545570999383926,0.07901477813720703,0.9996362924575806
29.73,0.025545570999383926,0.07901477813720703,0.9996362924575806
30.031,0.012806719169020653,0.08350671827793121,1.0002055168151855
30.333,0.03942082077264786,0.06794741004705429,1.0004754066467285
30.66,0.012206189334392548,0.0832105427980423,0.9997022151947021
30.962,0.012206189334392548,0.0832105427980423,0.9997022151947021
31.263,0.012206189334392548,0.0832105427980423,0.9997022151947021
31.57,0.012206189334392548,0.0832105427980423,0.9997022151947021
31.872,0.012206189334392548,0.0832105427980423,0.9997022151947021
32.173,0.012206189334392548,0.0832105427980423,0.9997022151947021
32.474,0.012206189334392548,0.0832105427980423,0.9997022151947021
32.775,0.012206189334392548,0.0832105427980423,0.9997022151947021
33.076,0.0232114028185606,0.0813877135515213,0.9993842244148254
33.378,0.025763070210814476,0.07385175675153732,0.9994089603424072
33.685,0.021690016612410545,0.07552134990692139,1.0002201795578003
33.987,0.021690016612410545,0.07552134990692139,1.0002201795578003
34.288,0.025753237307071686,0.07611510902643204,1.000337839126587
34.59,0.02057301625609398,0.07270973920822144,0.9997600317001343
34.913,0.023792807012796402,0.07873649895191193,0.9991650581359863
35.187,0.025410205125808716,0.07228241115808487,1.0003445148468018
35.489,0.0297405906021595,0.07287360727787018,1.000196099281311
35.797,0.024342253804206848,0.08084475994110107,1.00004243850708
36.099,0.024342253804206848,0.08084475994110107,1.00004243850708
36.4,0.024342253804206848,0.08084475994110107,1.00004243850708
36.701,0.024342253804206848,0.08084475994110107,1.00004243850708
37.002,0.024342253804206848,0.08084475994110107,1.00004243850708
37.303,0.024342253804206848,0.08084475994110107,1.00004243850708
37.604,0.024342253804206848,0.08084475994110107,1.00004243850708
37.911,0.024342253804206848,0.08084475994110107,1.00004243850708
38.213,0.024342253804206848,0.08084475994110107,1.00004243850708
38.514,0.028827762231230736,0.06897646933794022,1.0007867813110352
38.825,0.020833510905504227,0.07823336869478226,0.9999414086341858
39.135,0.020833510905504227,0.07823336869478226,0.9999414086341858
39.445,0.020833510905504227,0.07823336869478226,0.9999414086341858
39.755,0.020833510905504227,0.07823336869478226,0.9999414086341858
40.062,0.020833510905504227,0.07823336869478226,0.9999414086341858
40.364,0.020833510905504227,0.07823336869478226,0.9999414086341858
40.665,0.030693799257278442,0.07608625292778015,0.999506950378418
40.967,0.018167905509471893,0.08069316297769547,1.0000755786895752
41.269,0.018167905509471893,0.08069316297769547,1.0000755786895752
41.57,0.018167905509471893,0.08069316297769547,1.0000755786895752
41.871,0.018167905509471893,0.08069316297769547,1.0000755786895752
42.178,0.018167905509471893,0.08069316297769547,1.0000755786895752
42.48,0.018167905509471893,0.08069316297769547,1.0000755786895752
42.781,0.018167905509471893,0.08069316297769547,1.0000755786895752
43.082,0.018167905509471893,0.08069316297769547,1.0000755786895752
43.415,0.03140346705913544,0.07195878773927689,0.9998643398284912
43.691,0.02965216152369976,0.07915214449167252,0.9999549388885498
43.993,0.02229616791009903,0.07518158107995987,1.0001014471054077
44.301,0.029190141707658768,0.07112859189510345,1.0000523328781128
44.603,0.029190141707658768,0.07112859189510345,1.0000523328781128
44.904,0.027661887928843498,0.0762874111533165,0.9998326897621155
45.206,0.02310354821383953,0.07088624686002731,0.9998248219490051
45.508,0.027362171560525894,0.07624118030071259,1.0001593828201294
45.81,0.02306034043431282,0.08442503958940506,0.9998923540115356
46.112,0.02216397598385811,0.07174773514270782,0.9999505281448364
46.42,0.02216397598385811,0.07174773514270782,0.9999505281448364
46.721,0.02216397598385811,0.07174773514270782,0.9999505281448364
47.022,0.02216397598385811,0.07174773514270782,0.9999505281448364
47.323,0.02216397598385811,0.07174773514270782,0.9999505281448364
47.624,0.02216397598385811,0.07174773514270782,0.9999505281448364
47.925,0.02216397598385811,0.07174773514270782,0.9999505281448364
48.226,0.03066101297736168,0.07067538797855377,0.9998050332069397
48.534,0.01614360138773918,0.08188461512327194,0.999273419380188
48.844,0.01614360138773918,0.08188461512327194,0.999273419380188
49.154,0.01614360138773918,0.08188461512327194,0.999273419380188
49.464,0.01614360138773918,0.08188461512327194,0.999273419380188
49.774,0.01614360138773918,0.08188461512327194,0.999273419380188
50.075,0.01614360138773918,0.08188461512327194,0.999273419380188
50.376,0.01614360138773918,0.08188461512327194,0.999273419380188
50.706,0.03484778478741646,0.073600634932518,0.9993677139282227
51.008,0.03484778478741646,0.073600634932518,0.9993677139282227
51.309,0.03484778478741646,0.073600634932518,0.9993677139282227
51.61,0.03484778478741646,0.073600634932518,0.9993677139282227
51.911,0.03484778478741646,0.073600634932518,0.9993677139282227
52.212,0.03484778478741646,0.073600634932518,0.9993677139282227
52.513,0.03484778478741646,0.073600634932518,0.9993677139282227
52.82,0.03484778478741646,0.073600634932518,0.9993677139282227
53.122,0.03484778478741646,0.073600634932518,0.9993677139282227
53.423,0.02908596396446228,0.07340875267982483,1.0001955032348633
53.725,0.025520866736769676,0.07620176672935486,1.0000661611557007
54.027,0.025696881115436554,0.07544878125190735,0.9993496537208557
54.329,0.030614497140049934,0.07397033274173737,1.0001733303070068
54.631,0.01979074440896511,0.07677483558654785,1.0005791187286377
54.958,0.026776567101478577,0.0740579292178154,1.0000725984573364
55.26,0.026776567101478577,0.0740579292178154,1.0000725984573364
55.561,0.025423478335142136,0.07498402893543243,1.00020170211792
55.863,0.01860693283379078,0.07920864224433899,1.0001530647277832
56.165,0.03004460781812668,0.07483135163784027,0.9993964433670044
56.467,0.03004460781812668,0.07483135163784027,0.9993964433670044
56.768,0.03004460781812668,0.07483135163784027,0.9993964433670044
57.075,0.03004460781812668,0.07483135163784027,0.9993964433670044
57.377,0.03004460781812668,0.07483135163784027,0.9993964433670044
57.678,0.03004460781812668,0.07483135163784027,0.9993964433670044
57.979,0.03004460781812668,0.07483135163784027,0.9993964433670044
58.28,0.03004460781812668,0.07483135163784027,0.9993964433670044
58.581,0.015982914716005325,0.08235042542219162,0.9987394213676453
58.892,0.015982914716005325,0.08235042542219162,0.9987394213676453
59.315,0.015982914716005325,0.08235042542219162,0.9987394213676453
59.626,0.015982914716005325,0.08235042542219162,0.9987394213676453
59.927,0.015982914716005325,0.08235042542219162,0.9987394213676453
60.228,0.024999860674142838,0.07582931965589523,1.0003042221069336
60.53,0.027652835473418236,0.07596554607152939,0.9998877644538879
60.856,0.02634633332490921,0.07456643879413605,0.9996325969696045
61.132,0.02687183767557144,0.07818421721458435,0.998806357383728
61.44,0.02687183767557144,0.07818421721458435,0.998806357383728
61.742,0.02687183767557144,0.07818421721458435,0.998806357383728
62.043,0.02687183767557144,0.07818421721458435,0.998806357383728
62.344,0.02687183767557144,0.07818421721458435,0.998806357383728
62.645,0.02687183767557144,0.07818421721458435,0.998806357383728
62.946,0.02687183767557144,0.07818421721458435,0.998806357383728
63.247,0.02687183767557144,0.07818421721458435,0.998806357383728
63.554,0.01718532294034958,0.08214882016181946,1.000065565109253
63.856,0.01718532294034958,0.08214882016181946,1.000065565109253
64.157,0.020310161635279655,0.07988560199737549,0.9998846054077148
64.459,0.02712211199104786,0.07639609277248383,0.9995338916778564
64.761,0.022972367703914642,0.07368563115596771,0.9995400905609131
65.063,0.02752973884344101,0.07498355209827423,0.9992551803588867
65.384,0.024005357176065445,0.08075430989265442,0.9993686676025391
65.666,0.023432059213519096,0.07682865858078003,0.9999243021011353
65.968,0.023432059213519096,0.07682865858078003,0.9999243021011353
66.269,0.027562450617551804,0.07524091005325317,0.9994003772735596
66.571,0.027562450617551804,0.07524091005325317,0.9994003772735596
66.872,0.027562450617551804,0.07524091005325317,0.9994003772735596
67.173,0.027562450617551804,0.07524091005325317,0.9994003772735596
67.474,0.027562450617551804,0.07524091005325317,0.9994003772735596
67.781,0.027562450617551804,0.07524091005325317,0.9994003772735596
68.083,0.027562450617551804,0.07524091005325317,0.9994003772735596
68.384,0.027562450617551804,0.07524091005325317,0.9994003772735596
68.685,0.02994358539581299,0.07241475582122803,1.0002719163894653
68.996,0.019109081476926804,0.07489853352308273,1.0002951622009277
69.306,0.019109081476926804,0.07489853352308273,1.0002951622009277
69.616,0.019109081476926804,0.07489853352308273,1.0002951622009277
70.039,0.019109081476926804,0.07489853352308273,1.0002951622009277
70.34,0.019109081476926804,0.07489853352308273,1.0002951622009277
70.641,0.023697780445218086,0.0786442831158638,0.9998849630355835
70.943,0.02959492988884449,0.07238775491714478,1.0002954006195068
71.245,0.024346403777599335,0.0785301923751831,1.000216007232666
71.547,0.02717297524213791,0.07454291731119156,1.0006344318389893
71.849,0.02717297524213791,0.07454291731119156,1.0006344318389893
72.156,0.02717297524213791,0.07454291731119156,1.0006344318389893
72.458,0.02717297524213791,0.07454291731119156,1.0006344318389893
72.759,0.02717297524213791,0.07454291731119156,1.0006344318389893
73.06,0.02717297524213791,0.07454291731119156,1.0006344318389893
73.361,0.02717297524213791,0.07454291731119156,1.0006344318389893
73.662,0.02273307368159294,0.07712433487176895,0.9999039173126221
73.964,0.027607973664999008,0.07164950668811798,1.0003440380096436
74.272,0.021800298243761063,0.07967101782560349,1.0003880262374878
74.574,0.021800298243761063,0.07967101782560349,1.0003880262374878
74.875,0.01980236917734146,0.07482067495584488,0.9997307658195496
75.177,0.033864762634038925,0.07604419440031052,1.0002477169036865
75.479,0.016370704397559166,0.08145629614591599,1.0005218982696533
75.781,0.032785192131996155,0.06714263558387756,1.0004591941833496
76.083,0.032785192131996155,0.06714263558387756,1.0004591941833496
76.39,0.012534292414784431,0.0794144719839096,0.9998151063919067
76.692,0.012534292414784431,0.0794144719839096,0.9998151063919067
76.993,0.012534292414784431,0.0794144719839096,0.9998151063919067
77.294,0.012534292414784431,0.0794144719839096,0.9998151063919067
77.595,0.012534292414784431,0.0794144719839096,0.9998151063919067
77.896,0.012534292414784431,0.0794144719839096,0.9998151063919067
78.197,0.012534292414784431,0.0794144719839096,0.9998151063919067
78.504,0.012534292414784431,0.0794144719839096,0.9998151063919067
78.806,0.012534292414784431,0.0794144719839096,0.9998151063919067
79.116,0.03142687678337097,0.07081004977226257,0.9998338222503662
79.426,0.03142687678337097,0.07081004977226257,0.9998338222503662
79.736,0.03142687678337097,0.07081004977226257,0.9998338222503662
80.046,0.03142687678337097,0.07081004977226257,0.9998338222503662
80.347,0.03142687678337097,0.07081004977226257,0.9998338222503662
80.655,0.028364159166812897,0.07034873217344284,0.9998653531074524
80.956,0.028364159166812897,0.07034873217344284,0.9998653531074524
81.257,0.028976429253816605,0.07453493028879166,1.0003173351287842
81.559,0.022501155734062195,0.07618887722492218,1.000636100769043
81.861,0.022501155734062195,0.07618887722492218,1.000636100769043
82.162,0.022501155734062195,0.07618887722492218,1.000636100769043
82.463,0.022501155734062195,0.07618887722492218,1.000636100769043
