relseconds,latitude,longitude,altitude,groundspeed
193.391,0,0,2923.826171875,0
193.699,0,0,2923.826171875,0
194.001,0,0,2923.826171875,0
194.302,0,0,2923.826171875,0
194.603,0,0,2923.826171875,0
194.904,0,0,2923.826171875,0
195.205,0,0,2923.826171875,0
195.514,0,0,2923.826171875,0
195.796,0,0,2907.712890625,0
196.098,0,0,2907.712890625,0
196.399,0,0,2905.413330078125,0
196.701,0,0,2903.765380859375,0
197.003,0,0,2901.871337890625,0
197.305,0,0,2900.223876953125,0
197.607,0,0,2898.57568359375,0
197.916,0,0,2896.9599609375,0
198.217,0,0,2896.9599609375,0
198.518,0,0,2893.796630859375,0
198.82,0,0,2893.796630859375,0
199.121,0,0,2893.796630859375,0
199.422,0,0,2893.796630859375,0
199.723,0,0,2893.796630859375,0
200.03,0,0,2893.796630859375,0
200.332,0,0,2893.796630859375,0
200.642,0,0,2879.817626953125,0
200.952,0,0,2879.817626953125,0
201.262,0,0,2879.817626953125,0
201.572,0,0,2879.817626953125,0
201.873,0,0,2879.817626953125,0
202.181,0,0,2871.45361328125,0
202.482,0,0,2871.45361328125,0
202.799,0,0,2868.2275390625,0
203.074,0,0,2864.4375,0
203.376,0,0,2863.023681640625,0
203.678,0,0,2863.023681640625,0
203.979,0,0,2863.023681640625,0
204.286,0,0,2863.023681640625,0
204.588,0,0,2863.023681640625,0
204.889,0,0,2863.023681640625,0
205.19,0,0,2863.023681640625,0
205.491,0,0,2863.023681640625,0
205.792,0,0,2848.88671875,0
206.094,0,0,2847.014892578125,0
206.402,0,0,2845.052490234375,0
206.704,0,0,2845.052490234375,0
207.005,0,0,2842.283447265625,0
207.327,0,0,2840.335205078125,0
207.603,0,0,2836.830810546875,0
207.904,0,0,2835.27197265625,0
208.206,0,0,2833.646728515625,0
208.515,0,0,2831.926025390625,0
208.816,0,0,2831.926025390625,0
209.117,0,0,2831.926025390625,0
209.418,0,0,2831.926025390625,0
209.719,0,0,2831.926025390625,0
210.02,0,0,2831.926025390625,0
210.321,0,0,2831.926025390625,0
210.628,0,0,2831.926025390625,0
210.939,0,0,2831.926025390625,0
211.249,0,0,2831.926025390625,0
211.559,0,0,2831.926025390625,0
211.869,0,0,2831.926025390625,0
212.17,0,0,2831.926025390625,0
212.471,0,0,2809.382080078125,0
212.779,0,0,2808.092529296875,0
213.081,0,0,2808.092529296875,0
213.382,0,0,2805.433837890625,0
213.684,0,0,2803.535888671875,0
213.986,0,0,2803.535888671875,0
214.287,0,0,2803.535888671875,0
214.588,0,0,2803.535888671875,0
214.895,0,0,2803.535888671875,0
215.196,0,0,2803.535888671875,0
215.497,0,0,2803.535888671875,0
215.831,0,0,2803.535888671875,0
216.107,0,0,2788.106201171875,0
216.409,0,0,2786.30078125,0
216.711,0,0,2784.809326171875,0
217.019,0,0,2783.27587890625,0
217.321,0,0,2783.27587890625,0
217.622,0,0,2779.0234375,0
217.924,0,0,2777.770751953125,0
218.226,0,0,2776.497314453125,0
218.528,0,0,2775.10693359375,0
218.83,0,0,2773.852783203125,0
219.138,0,0,2773.852783203125,0
219.44,0,0,2773.852783203125,0
219.741,0,0,2773.852783203125,0
220.042,0,0,2773.852783203125,0
220.343,0,0,2773.852783203125,0
220.644,0,0,2773.852783203125,0
220.954,0,0,2760.77783203125,0
221.377,0,0,2760.77783203125,0
221.688,0,0,2760.77783203125,0
221.989,0,0,2760.77783203125,0
222.29,0,0,2760.77783203125,0
222.566,0,0,2751.87060546875,0
222.867,0,0,2750.483154296875,0
223.169,0,0,2749.678466796875,0
223.478,0,0,2748.225341796875,0
223.779,0,0,2748.225341796875,0
224.08,0,0,2748.225341796875,0
224.381,0,0,2748.225341796875,0
224.682,0,0,2748.225341796875,0
224.983,0,0,2748.225341796875,0
225.284,0,0,2748.225341796875,0
225.591,0,0,2748.225341796875,0
225.893,0,0,2748.225341796875,0
226.194,0,0,2732.9443359375,0
226.496,0,0,2732.125244140625,0
226.819,0,0,2730.594970703125,0
227.094,0,0,2727.6279296875,0
227.396,0,0,2726.027587890625,0
227.705,0,0,2724.73876953125,0
228.006,0,0,2724.73876953125,0
228.307,0,0,2722.005615234375,0
228.609,0,0,2720.668701171875,0
228.911,0,0,2719.235107421875,0
229.213,0,0,2719.235107421875,0
229.514,0,0,2719.235107421875,0
229.821,0,0,2719.235107421875,0
230.123,0,0,2719.235107421875,0
230.424,0,0,2719.235107421875,0
230.725,0,0,2719.235107421875,0
231.035,0,0,2719.235107421875,0
231.345,0,0,2719.235107421875,0
231.655,0,0,2719.235107421875,0
232.078,0,0,2719.235107421875,0
232.38,0,0,2719.235107421875,0
232.681,0,0,2700.762939453125,0
233.001,0,0,2699.338134765625,0
233.276,0,0,2696.340087890625,0
233.578,0,0,2695.1669921875,0
233.88,0,0,2694.000244140625,0
234.188,0,0,2694.000244140625,0
234.489,0,0,2694.000244140625,0
234.79,0,0,2694.000244140625,0
235.091,0,0,2694.000244140625,0
235.392,0,0,2694.000244140625,0
235.693,0,0,2694.000244140625,0
235.994,0,0,2694.000244140625,0
236.301,0,0,2681.187744140625,0
236.603,0,0,2681.187744140625,0
236.904,0,0,2678.62255859375,0
237.206,0,0,2677.9306640625,0
